ACADEMIC_PERIOD,CRN,SUBJECT,COURSE_NUMBER,SUBJECT_DESC,STATUS,STATUS_DESC,TITLE_SHORT_DESC,MIN_CREDITS,MAX_CREDITS,CAMPUS_DESC,MAXIMUM_ENROLLMENT,ACTUAL_ENROLLMENT,SEATS_AVAILABLE,PERCENTAGE_OF_RESPONSIBILITY,PRIMARY_INSTRUCTOR_FIRST_NAME,PRIMARY_INSTRUCTOR_LAST_NAME,SECTION,BEGIN_TIME,END_TIME,BUILDING,BUILDING_DESC,ROOM,COURSE_CAMPUS_DESC,MONDAY_IND,TUESDAY_IND,WEDNESDAY_IND,THURSDAY_IND,FRIDAY_IND,SATURDAY_IND,SUNDAY_IND,SECTION_CROSS_LIST,WAIT_CAPACITY,WAIT_AVAIL,PART_OF_TERM,SESSION,SECTION,SCHEDULE_TYPE,TOTAL_CREDITS_SECTION,GEN1_Attr,GEN2_Attr,GEN3_Attr,GEN4_Attr,GEN5_Attr
202402,41461,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Hee,Kim,0,1020,1110,1002,Geography Geology,0155,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202402,41461,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Hee,Kim,0,1110,1225,1057,Life Sci F.Davison,B118,Athens,,,,R,,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202302,41461,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Hee,Kim,0,1020,1110,1013,Cedar Street Building A,0240,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202302,41461,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Hee,Kim,0,1110,1225,1002,Geography Geology,0155,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202202,41461,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Jimmy,Dillies,0,1020,1110,1030,Marine Sci - Dance,0304,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202202,41461,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Jimmy,Dillies,0,1110,1225,1023,Boyd Research & Education CTR,0304,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202602,41461,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,6,17,100,Joseph,Fu,0,0955,1115,1023,Boyd Research & Education CTR,0220,Athens,,T,,R,,,,,999,999,1,A,0,LEC,24,,,GEN3,,
202602,41461,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,6,17,100,Joseph,Fu,0,0955,1115,1033,Ecology,0029,Athens,M,,,,,,,,999,999,1,A,0,LEC,24,,,GEN3,,
202502,41461,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,18,5,100,Cuiyu,He,0,1020,1110,1010,Dawson Hall,0101,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202502,41461,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,18,5,100,Cuiyu,He,0,1110,1225,1060,Aderhold Hall,0625,Athens,,,,R,,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202302,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Leonard,Chastkofsky,0,1420,1535,1023,Boyd Research & Education CTR,0323,Athens,,,,R,,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202302,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Leonard,Chastkofsky,0,1500,1550,1002,Geography Geology,0143,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202102,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Kellie,Sappington,0,1420,1535,NCRR,No Classroom Required,NCRR,Athens,,,,R,,,,,999,999,1,B,0,LEC,76,,,GEN3,,
202102,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Kellie,Sappington,0,1500,1550,NCRR,No Classroom Required,NCRR,Athens,M,,W,,F,,,,999,999,1,B,0,LEC,76,,,GEN3,,
202202,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Maurice,LeBlanc,0,1420,1535,1023,Boyd Research & Education CTR,0203,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202202,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Maurice,LeBlanc,0,1500,1550,1023,Boyd Research & Education CTR,0203,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202402,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Yu,Wang,0,1420,1535,1060,Aderhold Hall,0520,Athens,,T,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202402,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Yu,Wang,0,1500,1550,1023,Boyd Research & Education CTR,0221,Athens,M,,,,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202602,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,14,9,100,Konstantinos,Varvarezos,0,1135,1255,1023,Boyd Research & Education CTR,0222,Athens,,T,,R,,,,,999,999,1,A,0,LEC,56,,,GEN3,,
202602,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,14,9,100,Konstantinos,Varvarezos,0,1135,1255,1033,Ecology,0117,Athens,M,,,,,,,,999,999,1,A,0,LEC,56,,,GEN3,,
202502,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,17,6,100,Kadriye Nur,Saglam,0,1240,1330,1023,Boyd Research & Education CTR,0204,Athens,M,,,,,,,,999,999,1,A,0,LEC,68,,,GEN3,,
202502,41462,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,17,6,100,Kadriye Nur,Saglam,0,1420,1535,1023,Boyd Research & Education CTR,0304,Athens,,T,,R,,,,,999,999,1,A,0,LEC,68,,,GEN3,,
202102,41463,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,16,16,0,100,Maurice,Hendon,0,1110,1225,1023,Boyd Research & Education CTR,0222,Athens,,,,R,,,,,999,999,1,A,0,LEC,64,,,GEN3,,
202102,41463,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,16,16,0,100,Maurice,Hendon,0,1240,1330,1023,Boyd Research & Education CTR,0221,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,64,,,GEN3,,
202202,41463,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Jacob,Hicks,0,1240,1330,1023,Boyd Research & Education CTR,0203,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202202,41463,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Jacob,Hicks,0,1420,1535,1060,Aderhold Hall,0626,Athens,,,,R,,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202402,41463,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Hee,Kim,0,1240,1330,1057,Life Sci F.Davison,B118,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202402,41463,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Hee,Kim,0,1245,1400,1057,Life Sci F.Davison,B118,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202302,41463,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Leonard,Chastkofsky,0,1110,1225,1040,Forest Resources-1,0209,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202302,41463,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Leonard,Chastkofsky,0,1240,1330,1060,Aderhold Hall,0412,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202502,41463,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Hee,Kim,0,1240,1330,1002,Geography Geology,0154,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202502,41463,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Hee,Kim,0,1245,1400,1002,Geography Geology,0154,Athens,,,,R,,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202602,41463,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Hee,Kim,0,1135,1255,1001,Cedar Street Building C,0681,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202202,41464,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,13,6,100,Enkeleida,Lakuriqi,0,1020,1110,1040,Forest Resources-1,0307,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,52,,,GEN3,,
202202,41464,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,13,6,100,Enkeleida,Lakuriqi,0,1245,1400,1023,Boyd Research & Education CTR,0302,Athens,,,,R,,,,,999,999,1,A,0,LEC,52,,,GEN3,,
202102,41464,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Akos,Magyar,0,1130,1220,NCRR,No Classroom Required,NCRR,Athens,M,,W,,F,,,,999,999,1,B,0,LEC,76,,,GEN3,,
202102,41464,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Akos,Magyar,0,1420,1535,NCRR,No Classroom Required,NCRR,Athens,,,,R,,,,,999,999,1,B,0,LEC,76,,,GEN3,,
202302,41464,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Jennifer,Royal,0,0935,1050,1023,Boyd Research & Education CTR,0322,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202302,41464,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Jennifer,Royal,0,1020,1110,1023,Boyd Research & Education CTR,0303,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202402,41464,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Michael,Klipper,0,1020,1110,1000,Cedar Street Building B,0216,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202402,41464,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Michael,Klipper,0,1245,1400,1021,Barrow Hall,0205,Athens,,T,,,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202602,41464,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,11,12,100,Jacob,Hicks,0,0955,1115,1060,Aderhold Hall,0112,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,44,,,GEN3,,
202502,41464,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,David,Plaxco,0,1020,1110,1060,Aderhold Hall,0581,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202502,41464,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,David,Plaxco,0,1110,1225,1023,Boyd Research & Education CTR,0202,Athens,,,,R,,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202402,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,David,Galban,0,1240,1330,1060,Aderhold Hall,0631,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202402,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,David,Galban,0,1420,1535,1003,Physics,0254,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202102,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Michael,Klipper,0,1240,1330,1000,Cedar Street Building B,0216,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202102,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Michael,Klipper,0,1555,1710,1023,Boyd Research & Education CTR,0221,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202202,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Trenton,Schirmer,0,1240,1330,1023,Boyd Research & Education CTR,0302,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202202,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Trenton,Schirmer,0,1555,1710,1023,Boyd Research & Education CTR,0222,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202302,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Yuda,Wang,0,1240,1330,1060,Aderhold Hall,0112,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202302,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Yuda,Wang,0,1555,1710,1021,Barrow Hall,0205,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202502,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Maurice,LeBlanc,0,1240,1330,1023,Boyd Research & Education CTR,0203,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202502,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Maurice,LeBlanc,0,1420,1535,1023,Boyd Research & Education CTR,0203,Athens,,,,R,,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202602,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Maurice,LeBlanc,0,1315,1435,1001,Cedar Street Building C,0689,Athens,,T,,R,,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202602,41465,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Maurice,LeBlanc,0,1315,1435,1023,Boyd Research & Education CTR,0222,Athens,M,,,,,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202202,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,6,13,100,Alexander,Petukhov,0,1350,1440,1060,Aderhold Hall,0616,Athens,M,,,,,,,,999,999,1,A,0,LEC,24,,,GEN3,,
202202,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,6,13,100,Alexander,Petukhov,0,1420,1535,1060,Aderhold Hall,0116,Athens,,T,,R,,,,,999,999,1,A,0,LEC,24,,,GEN3,,
202402,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Natalia,Alexeev,0,1240,1330,1010,Dawson Hall,0312,Athens,,,,,F,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202402,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Natalia,Alexeev,0,1245,1400,1023,Boyd Research & Education CTR,0221,Athens,,T,,R,,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202302,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Kellie,Sappington,0,1240,1330,1023,Boyd Research & Education CTR,0203,Athens,M,,,,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202302,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Kellie,Sappington,0,1245,1400,1023,Boyd Research & Education CTR,0203,Athens,,T,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202102,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Lingyun,Ma,0,1350,1440,NCRR,No Classroom Required,NCRR,Athens,M,,,,,,,,999,999,1,B,0,LEC,76,,,GEN3,,
202102,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Lingyun,Ma,0,1420,1535,NCRR,No Classroom Required,NCRR,Athens,,T,,R,,,,,999,999,1,B,0,LEC,76,,,GEN3,,
202502,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Kellie,Sappington,0,1245,1400,1023,Boyd Research & Education CTR,0204,Athens,,T,,R,,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202502,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Kellie,Sappington,0,1350,1440,1023,Boyd Research & Education CTR,0204,Athens,M,,,,,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202602,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Kellie,Sappington,0,1315,1435,1023,Boyd Research & Education CTR,0204,Athens,,T,,R,,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202602,41466,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Kellie,Sappington,0,1315,1435,1023,Boyd Research & Education CTR,0220,Athens,M,,,,,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202102,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Hee,Kim,0,1350,1440,NCRR,No Classroom Required,NCRR,Athens,M,,W,,F,,,,999,999,1,B,0,LEC,72,,,GEN3,,
202102,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Hee,Kim,0,1555,1710,NCRR,No Classroom Required,NCRR,Athens,,,,R,,,,,999,999,1,B,0,LEC,72,,,GEN3,,
202302,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Scott,Larson,0,1500,1550,1033,Ecology,0117,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202302,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Scott,Larson,0,1555,1710,1023,Boyd Research & Education CTR,0302,Athens,,,,R,,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202202,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Hee,Kim,0,1500,1550,1010,Dawson Hall,0206,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202202,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Hee,Kim,0,1555,1710,1060,Aderhold Hall,0112,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202402,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Hee,Kim,0,1500,1550,1010,Dawson Hall,0101,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202402,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Hee,Kim,0,1555,1710,1023,Boyd Research & Education CTR,0322,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202502,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,19,4,100,Maurice,LeBlanc,0,1500,1550,1023,Boyd Research & Education CTR,0203,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202502,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,19,4,100,Maurice,LeBlanc,0,1555,1710,1023,Boyd Research & Education CTR,0203,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202602,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,21,2,100,Kellie,Sappington,0,1455,1615,1023,Boyd Research & Education CTR,0204,Athens,,T,,R,,,,,999,999,1,A,0,LEC,84,,,GEN3,,
202602,41467,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,21,2,100,Kellie,Sappington,0,1455,1615,1023,Boyd Research & Education CTR,0220,Athens,M,,,,,,,,999,999,1,A,0,LEC,84,,,GEN3,,
202102,41469,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,14,5,100,Alexander,Petukhov,0,0910,1000,1023,Boyd Research & Education CTR,0322,Athens,M,,,,,,,,999,999,1,A,0,LEC,56,,,GEN3,,
202102,41469,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,14,5,100,Alexander,Petukhov,0,0935,1050,1023,Boyd Research & Education CTR,0204,Athens,,T,,R,,,,,999,999,1,A,0,LEC,56,,,GEN3,,
202302,41469,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Daniel,Adu,0,0935,1050,1033,Ecology,0117,Athens,,T,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202302,41469,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Daniel,Adu,0,1240,1330,1041,Robt C Wilson Phar,0362,Athens,M,,,,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202402,41469,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Michael,Klipper,0,0910,1000,1000,Cedar Street Building B,0216,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202402,41469,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Michael,Klipper,0,1110,1225,1023,Boyd Research & Education CTR,0322,Athens,,T,,,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202202,41469,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Tamanna,Chatterjee,0,0935,1050,1060,Aderhold Hall,0223,Athens,,T,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202202,41469,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Tamanna,Chatterjee,0,1240,1330,1023,Boyd Research & Education CTR,0326,Athens,M,,,,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202502,41469,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Michael,Klipper,0,0910,1000,1023,Boyd Research & Education CTR,0221,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202502,41469,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,23,0,100,Michael,Klipper,0,1110,1215,1023,Boyd Research & Education CTR,0203,Athens,,,,R,,,,,999,999,1,A,0,LEC,92,,,GEN3,,
202602,41469,MATH,2260,MATH - Mathematics,X,Registrar Cancelled,Calc II for Science and Engr,4,4,Athens,0,0,0,,,,,,,,,,,,,,,,,,,0,0,1,A,,LEC,0,,,GEN3,,
202602,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,10,12,-2,100,Lisa,Townsley,IN2,0815,0935,1023,Boyd Research & Education CTR,0204,Athens,M,,W,,F,,,,999,999,1,A,IN2,LEC,48,,,GEN3,,
202602,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,10,12,-2,100,Lisa,Townsley,IN2,0840,0935,1023,Boyd Research & Education CTR,0204,Athens,,,,R,,,,,999,999,1,A,IN2,LEC,48,,,GEN3,,
202402,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,13,6,100,Lisa,Townsley,IN2,0800,0850,1023,Boyd Research & Education CTR,0221,Athens,M,,,,F,,,,999,999,1,A,IN2,LEC,52,,,GEN3,,
202402,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,13,6,100,Lisa,Townsley,IN2,0800,0915,1023,Boyd Research & Education CTR,0221,Athens,,T,,R,,,,,999,999,1,A,IN2,LEC,52,,,GEN3,,
202202,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Jimmy,Dillies,0,0910,1000,1030,Marine Sci - Dance,0304,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202202,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Jimmy,Dillies,0,0935,1050,1021,Barrow Hall,0208,Athens,,,,R,,,,,999,999,1,A,0,LEC,72,,,GEN3,,
202302,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Lisa,Townsley,0,1240,1330,1011,Conner Hall,0212,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202302,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Lisa,Townsley,0,1245,1400,1010,Dawson Hall,0101,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202102,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Michael,Klipper,0,0910,1000,1060,Aderhold Hall,0626,Athens,M,,W,,F,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202102,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,19,0,100,Michael,Klipper,0,0935,1050,1040,Forest Resources-1,0307,Athens,,,,R,,,,,999,999,1,A,0,LEC,76,,,GEN3,,
202502,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,10,13,100,Lisa,Townsley,IN2,0800,0850,1023,Boyd Research & Education CTR,0323,Athens,M,,,,F,,,,999,999,1,A,IN2,LEC,40,,,GEN3,,
202502,41470,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,23,10,13,100,Lisa,Townsley,IN2,0800,0915,1023,Boyd Research & Education CTR,0323,Athens,,T,,R,,,,,999,999,1,A,IN2,LEC,40,,,GEN3,,
202202,41471,MATH,2260,MATH - Mathematics,A,Active,Calc II for Science and Engr,4,4,Athens,19,18,1,100,Gerasim,Iliev,0,1350,1440,1010,Dawson Hall,0310,Athens,M,,,,,,,,999,999,1,A,0,LEC,72,,,GEN3,,
